X,Y
3999.704,-0.0012542653130367398
3997.776,-0.0014626882039010525
3995.847,-0.00165810517501086
3993.919,-0.0018559417221695185
3991.99,-0.001788862282410264
3990.062,-0.0016006678342819214
3988.133,-0.001543255988508463
3986.205,-0.0015586413210257888
3984.276,-0.0016943461960181594
3982.348,-0.0016256903763860464
3980.419,-0.0015296529745683074
3978.491,-0.0016798897413536906
3976.562,-0.0016620660899206996
3974.634,-0.0015222239308059216
3972.705,-0.0015955179696902633
3970.777,-0.0017384716775268316
3968.848,-0.0018966528587043285
3966.92,-0.0019031517440453172
3964.991,-0.0017480750102549791
3963.063,-0.0017333893338218331
3961.134,-0.0017136867390945554
3959.206,-0.001529850997030735
3957.277,-0.0014171806396916509
3955.349,-0.001391419442370534
3953.42,-0.001504790037870407
3951.492,-0.0015235446626320481
3949.563,-0.001287302584387362
3947.635,-0.0015248983399942517
3945.706,-0.0018073737155646086
3943.778,-0.0018929910147562623
3941.849,-0.0019875627476722
3939.921,-0.0018073737155646086
3937.992,-0.0016602176474407315
3936.064,-0.001572111388668418
3934.135,-0.0014676746213808656
3932.207,-0.0015326904831454158
3930.278,-0.0017177461413666606
3928.35,-0.0018512897659093142
3926.421,-0.001787047367542982
3924.493,-0.0018041729927062988
3922.564,-0.0016840155003592372
3920.636,-0.0018367725424468517
3918.707,-0.002120825694873929
3916.779,-0.002110109431669116
3914.85,-0.001833308138884604
3912.922,-0.001837960327975452
3910.993,-0.0020675056148320436
3909.065,-0.0018240695353597403
3907.136,-0.0017909741727635264
3905.208,-0.0020490053575485945
3903.279,-0.00214726896956563
3901.351,-0.002012101234868169
3899.422,-0.0020308669190853834
3897.494,-0.0018566675717011094
3895.565,-0.0018476934637874365
3893.637,-0.0019902014173567295
3891.708,-0.002288426272571087
3889.78,-0.002271945821121335
3887.851,-0.001896982779726386
3885.923,-0.001967310905456543
3883.994,-0.0019753591623157263
3882.066,-0.0019811971578747034
3880.137,-0.002264496637508273
3878.209,-0.002193623222410679
3876.28,-0.002204798860475421
3874.352,-0.0025321291759610176
3872.423,-0.002506071701645851
3870.495,-0.0023015111219137907
3868.566,-0.0023345674853771925
3866.638,-0.002216633642092347
3864.709,-0.0025031398981809616
3862.781,-0.0024470333009958267
3860.852,-0.002388283144682646
3858.924,-0.0023101791739463806
3856.995,-0.0022597501520067453
3855.067,-0.0026116424705833197
3853.138,-0.003265049774199724
3851.21,-0.002776551526039839
3849.281,-0.0021680728532373905
3847.353,-0.00199063029140234
3845.424,-0.0020945456344634295
3843.496,-0.002467196900397539
3841.567,-0.0027752676978707314
3839.639,-0.002797358436509967
3837.71,-0.0030005669686943293
3835.782,-0.002818921348080039
3833.853,-0.0022595853079110384
3831.925,-0.0020635484252125025
3829.996,-0.002058700891211629
3828.068,-0.0021381028927862644
3826.139,-0.002334106247872114
3824.211,-0.0023517704103142023
3822.282,-0.0026552798226475716
3820.354,-0.0027739177457988262
3818.425,-0.0023445861879736185
3816.497,-0.002456291578710079
3814.568,-0.002557855797931552
3812.64,-0.0023961258120834827
3810.711,-0.002216798486188054
3808.783,-0.002169061917811632
3806.854,-0.0026668058708310127
3804.926,-0.002756468253210187
3802.997,-0.0027656210586428642
3801.069,-0.002968647051602602
3799.14,-0.0029629867058247328
3797.212,-0.0028861050959676504
3795.283,-0.002638121834024787
3793.355,-0.002313310280442238
3791.426,-0.002235588151961565
3789.498,-0.002233808161690831
3787.569,-0.002442025113850832
3785.641,-0.0025468538515269756
3783.712,-0.002558876760303974
3781.784,-0.002509563695639372
3779.855,-0.0027443517465144396
3777.927,-0.0026127623859792948
3775.998,-0.002361459191888571
3774.07,-0.00228595407679677
3772.141,-0.0023006871342658997
3770.213,-0.0026814269367605448
3768.284,-0.002872873330488801
3766.356,-0.0026416785549372435
3764.427,-0.002593198325484991
3762.499,-0.0024470333009958267
3760.57,-0.0025980069767683744
3758.642,-0.002608612412586808
3756.713,-0.0027093507815152407
3754.785,-0.0029966512229293585
3752.856,-0.003386973636224866
3750.928,-0.0038157033268362284
3748.999,-0.0037257010117173195
3747.071,-0.0033186175860464573
3745.142,-0.0033928256016224623
3743.214,-0.003449138952419162
3741.285,-0.0030676897149533033
3739.357,-0.0032696868292987347
3737.428,-0.003421459812670946
3735.5,-0.0036603554617613554
3733.571,-0.0038418795447796583
3731.643,-0.0037192620802670717
3729.714,-0.003159210318699479
3727.786,-0.0028769876807928085
3725.857,-0.0030372883193194866
3723.929,-0.0030968061182647943
3722.0,-0.0032571572810411453
3720.072,-0.003223743289709091
3718.143,-0.0031134523451328278
3716.215,-0.003042914904654026
3714.286,-0.00335307652130723
3712.358,-0.004037771839648485
3710.429,-0.0041625965386629105
3708.501,-0.0036552955862134695
3706.572,-0.003169012488797307
3704.644,-0.0030829226598143578
3702.715,-0.0034415454138070345
3700.787,-0.00359877897426486
3698.858,-0.0033778008073568344
3696.93,-0.003265904961153865
3695.001,-0.0032914893236011267
3693.073,-0.003520695259794593
3691.144,-0.003894062479957938
3689.216,-0.003964823205024004
3687.287,-0.0038140611723065376
3685.359,-0.0034657716751098633
3683.43,-0.0034093947615474463
3681.502,-0.0033552793320268393
3679.573,-0.003664692398160696
3677.645,-0.004012822173535824
3675.716,-0.004630165174603462
3673.788,-0.004334594588726759
3671.859,-0.0037539848126471043
3669.931,-0.003864868311211467
3668.002,-0.0036735304165631533
3666.074,-0.0033080296125262976
3664.145,-0.0031024646013975143
3662.217,-0.00323387305252254
3660.288,-0.0034940396435558796
3658.36,-0.003687657881528139
3656.431,-0.00408727303147316
3654.503,-0.00406488636508584
3652.574,-0.0038292021490633488
3650.646,-0.004093345254659653
3648.717,-0.004273999482393265
3646.789,-0.003957829903811216
3644.86,-0.003511065151542425
3642.932,-0.003284090431407094
3641.003,-0.0032287752255797386
3639.075,-0.003265312872827053
3637.146,-0.0033934174571186304
3635.218,-0.0035012047737836838
3633.289,-0.003403871785849333
3631.361,-0.0033297643531113863
3629.432,-0.0039093648083508015
3627.504,-0.004068136215209961
3625.575,-0.0033488678745925426
3623.647,-0.002974965376779437
3621.718,-0.0032577163074165583
3619.79,-0.0037085851654410362
3617.861,-0.0036997150164097548
3615.933,-0.0034264237619936466
3614.004,-0.0034305001609027386
3612.076,-0.003799609374254942
3610.147,-0.00383655889891088
3608.219,-0.0038191848434507847
3606.29,-0.0037260623648762703
3604.362,-0.00343007268384099
3602.433,-0.003345777280628681
3600.505,-0.0035221742000430822
3598.577,-0.003506759414449334
3596.648,-0.0034085731022059917
3594.72,-0.003717520972713828
3592.791,-0.0038392520509660244
3590.863,-0.0036151104141026735
3588.934,-0.0038283809553831816
3587.006,-0.003980780020356178
3585.077,-0.003618494840338826
3583.149,-0.003394337836652994
3581.22,-0.0034141617361456156
3579.292,-0.0033658333122730255
3577.363,-0.003499167039990425
3575.435,-0.0035940140951424837
3573.506,-0.003378557041287422
3571.578,-0.003422182984650135
3569.649,-0.0038471012376248837
3567.721,-0.003996276296675205
3565.792,-0.0037545759696513414
3563.864,-0.0034707679878920317
3561.935,-0.003619612194597721
3560.007,-0.003712691832333803
3558.078,-0.0036639366298913956
3556.15,-0.0038791208062320948
3554.221,-0.004036524333059788
3552.293,-0.003866773098707199
3550.364,-0.003675731597468257
3548.436,-0.003676060354337096
3546.507,-0.003762393957003951
