X,Y
3999.703,1754486990.0 s
3995.846,1754486990.0 s
3991.989,1754486990.0 s
3988.132,1754486990.0 s
3984.275,1754486990.0 s
3980.418,1754486990.0 s
3976.561,1754486990.0 s
3972.704,1754486990.0 s
3968.847,1754486990.0 s
3964.99,1754486990.0 s
3961.133,1754486990.0 s
3957.276,1754486990.0 s
3953.419,1754486990.0 s
3949.562,1754486990.0 s
3945.705,1754486990.0 s
3941.848,1754486990.0 s
3937.991,1754486990.0 s
3934.134,1754486990.0 s
3930.277,1754486990.0 s
3926.42,1754486990.0 s
3922.563,1754486990.0 s
3918.706,1754486990.0 s
3914.849,1754486990.0 s
3910.992,1754486990.0 s
3907.135,1754486990.0 s
3903.278,1754486990.0 s
3899.421,1754486990.0 s
3895.564,1754486990.0 s
3891.707,1754486990.0 s
3887.85,1754486990.0 s
3883.993,1754486990.0 s
3880.136,1754486990.0 s
3876.279,1754486990.0 s
3872.422,1754486990.0 s
3868.565,1754486990.0 s
3864.708,1754486990.0 s
3860.851,1754486990.0 s
3856.994,1754486990.0 s
3853.137,1754486990.0 s
3849.28,1754486990.0 s
3845.423,1754486990.0 s
3841.566,1754486990.0 s
3837.709,1754486990.0 s
3833.852,1754486990.0 s
3829.995,1754486990.0 s
3826.138,1754486990.0 s
3822.281,1754486990.0 s
3818.424,1754486990.0 s
3814.567,1754486990.0 s
3810.71,1754486990.0 s
3806.853,1754486990.0 s
3802.996,1754486990.0 s
3799.139,1754486990.0 s
3795.282,1754486990.0 s
3791.425,1754486990.0 s
3787.568,1754486990.0 s
3783.711,1754486990.0 s
3779.854,1754486990.0 s
3775.997,1754486990.0 s
3772.14,1754486990.0 s
3768.283,1754486990.0 s
3764.426,1754486990.0 s
3760.569,1754486990.0 s
3756.712,1754486990.0 s
3752.855,1754486990.0 s
3748.998,1754486990.0 s
3745.141,1754486990.0 s
3741.284,1754486990.0 s
3737.427,1754486990.0 s
3733.57,1754486990.0 s
3729.713,1754486990.0 s
3725.856,1754486990.0 s
3721.999,1754486990.0 s
3718.142,1754486990.0 s
3714.285,1754486990.0 s
3710.428,1754486990.0 s
3706.571,1754486990.0 s
3702.714,1754486990.0 s
3698.857,1754486990.0 s
3695.0,1754486990.0 s
3691.143,1754486990.0 s
3687.286,1754486990.0 s
3683.429,1754486990.0 s
3679.572,1754486990.0 s
3675.715,1754486990.0 s
3671.858,1754486990.0 s
3668.001,1754486990.0 s
3664.144,1754486990.0 s
3660.287,1754486990.0 s
3656.43,1754486990.0 s
3652.573,1754486990.0 s
3648.716,1754486990.0 s
3644.859,1754486990.0 s
3641.002,1754486990.0 s
3637.146,1754486990.0 s
3633.289,1754486990.0 s
3629.432,1754486990.0 s
3625.575,1754486990.0 s
3621.718,1754486990.0 s
3617.861,1754486990.0 s
3614.004,1754486990.0 s
3610.147,1754486990.0 s
3606.29,1754486990.0 s
3602.433,1754486990.0 s
3598.576,1754486990.0 s
3594.719,1754486990.0 s
3590.862,1754486990.0 s
3587.005,1754486990.0 s
3583.148,1754486990.0 s
3579.291,1754486990.0 s
3575.434,1754486990.0 s
3571.577,1754486990.0 s
3567.72,1754486990.0 s
3563.863,1754486990.0 s
3560.006,1754486990.0 s
3556.149,1754486990.0 s
3552.292,1754486990.0 s
3548.435,1754486990.0 s
3544.578,1754486990.0 s
3540.721,1754486990.0 s
3536.864,1754486990.0 s
3533.007,1754486990.0 s
3529.15,1754486990.0 s
3525.293,1754486990.0 s
3521.436,1754486990.0 s
3517.579,1754486990.0 s
3513.722,1754486990.0 s
